,sensor_4
10484,1409.39
10485,1421.22
10486,1415.53
10487,1413.13
10488,1407.29
10489,1418.16
10490,1410.85
10491,1401.54
10492,1414.7
10493,1414.58
10494,1413.14
10495,1415.9
10496,1411.69
10497,1418.94
10498,1423.34
10499,1414.19
10500,1412.26
10501,1422.17
10502,1420.62
10503,1419.9
10504,1421.87
10505,1416.71
10506,1417.09
10507,1407.21
10508,1422.38
10509,1416.79
10510,1416.65
10511,1415.09
10512,1423.78
10513,1421.71
10514,1414.61
10515,1424.12
10516,1424.75
10517,1428.43
10518,1425.08
10519,1420.29
10520,1421.44
10521,1426.43
10522,1419.71
10523,1429.04
10524,1421.84
10525,1424.87
10526,1429.98
10527,1431.6
10528,1429.29
10529,1423.19
10530,1395.54
10531,1399.09
10532,1406.34
10533,1395.75
10534,1396.71
10535,1402.14
10536,1399.72
10537,1391.81
10538,1398.73
10539,1397.06
10540,1395.48
10541,1400.94
10542,1398.01
10543,1400.1
10544,1396.34
10545,1392.85
10546,1394.06
10547,1393.99
10548,1399.71
10549,1404.71
10550,1398.54
10551,1397.13
10552,1400.76
10553,1396.06
10554,1397.93
10555,1398.27
10556,1394.06
10557,1392.16
10558,1404.53
10559,1401.77
10560,1402.23
10561,1398.24
10562,1396.15
10563,1392.55
10564,1395.25
10565,1401.71
10566,1394.68
10567,1397.08
10568,1393.86
10569,1396.25
10570,1398.75
10571,1394.76
10572,1387.94
10573,1392.19
10574,1399.13
10575,1399.51
10576,1392.07
10577,1393.97
10578,1405.03
10579,1397.5
10580,1399.23
10581,1400.04
10582,1407.54
10583,1392.46
10584,1400.43
10585,1400.81
10586,1391.68
10587,1394.56
10588,1403.47
10589,1398.54
10590,1405.55
10591,1400.04
10592,1399.97
10593,1388.31
10594,1398.21
10595,1401.06
10596,1402.83
10597,1400.42
10598,1396.5
10599,1401.26
10600,1401.82
10601,1397.42
10602,1397.45
10603,1402.04
10604,1402.66
10605,1401.24
10606,1398.2
10607,1397.2
10608,1400.15
10609,1395.51
10610,1394.95
10611,1396.24
10612,1399.51
10613,1402.32
10614,1404.67
10615,1396.17
10616,1401.18
10617,1405.93
10618,1404.31
10619,1401.61
10620,1395.14
10621,1405.57
10622,1399.91
10623,1398.29
10624,1396.98
10625,1406.2
10626,1399.02
10627,1399.51
10628,1405.55
10629,1399.06
10630,1387.86
10631,1396.12
10632,1403.2
10633,1397.57
10634,1398.16
10635,1393.81
10636,1402.59
10637,1407.44
10638,1397.49
10639,1395.06
10640,1401.67
10641,1407.03
10642,1404.3
10643,1400.23
10644,1397.34
10645,1393.06
10646,1404.3
10647,1404.7
10648,1396.47
10649,1400.24
10650,1405.67
10651,1396.1
10652,1397.4
10653,1400.53
10654,1398.09
10655,1398.05
10656,1410.12
10657,1404.52
10658,1397.57
10659,1403.03
10660,1400.96
10661,1399.96
10662,1400.45
10663,1400.55
10664,1392.75
10665,1395.93
10666,1399.98
10667,1405.58
10668,1402.54
10669,1399.55
10670,1403.79
10671,1397.51
10672,1412.94
10673,1396.31
10674,1408.93
10675,1402.27
10676,1399.66
10677,1398.66
10678,1406.46
10679,1405.82
10680,1403.9
10681,1402.0
10682,1405.25
10683,1402.58
10684,1400.0
10685,1409.89
10686,1402.37
10687,1408.51
10688,1402.11
10689,1406.29
10690,1396.82
10691,1401.81
10692,1403.82
10693,1412.75
10694,1402.31
10695,1406.89
10696,1402.07
10697,1417.21
10698,1403.38
10699,1405.77
10700,1397.52
10701,1402.06
10702,1394.86
10703,1412.06
10704,1412.1
10705,1403.86
10706,1400.71
10707,1403.58
10708,1403.59
10709,1403.98
10710,1408.06
10711,1406.42
10712,1409.14
10713,1408.27
10714,1406.98
10715,1405.07
10716,1398.96
10717,1403.55
10718,1403.43
10719,1406.17
10720,1404.74
10721,1408.25
10722,1403.39
10723,1405.97
10724,1408.78
10725,1414.7
10726,1405.62
10727,1412.63
10728,1409.22
10729,1410.77
10730,1413.82
10731,1406.89
10732,1409.21
10733,1412.56
10734,1412.58
10735,1411.97
10736,1413.16
10737,1415.7
10738,1405.05
10739,1413.54
10740,1414.33
10741,1413.03
10742,1408.44
10743,1418.8
10744,1419.14
10745,1414.6
10746,1420.62
10747,1421.33
10748,1409.63
10749,1414.54
10750,1408.19
10751,1417.76
10752,1411.03
10753,1419.4
10754,1415.16
10755,1416.28
10756,1422.99
10757,1415.8
10758,1416.1
10759,1420.21
10760,1416.09
10761,1417.45
10762,1415.61
10763,1416.21
10764,1420.38
10765,1419.42
10766,1415.38
10767,1424.77
10768,1422.58
10769,1428.36
10770,1422.58
10771,1427.83
10772,1419.5
10773,1425.86
10774,1423.01
10775,1418.44
10776,1425.05
10777,1424.14
10778,1424.88
10779,1425.69
10780,1420.83
10781,1425.75
10782,1425.78
10783,1426.06
10784,1427.77
10785,1426.84
10786,1433.26
10787,1407.45
10788,1414.47
10789,1394.99
10790,1403.6
10791,1403.63
10792,1413.67
10793,1405.68
10794,1408.63
10795,1403.04
10796,1398.95
10797,1402.85
10798,1403.54
10799,1401.58
10800,1403.01
10801,1401.38
10802,1410.09
10803,1403.37
10804,1403.35
10805,1410.26
10806,1410.96
10807,1403.02
10808,1409.29
10809,1411.58
10810,1404.45
10811,1408.9
10812,1400.53
10813,1412.27
10814,1404.99
10815,1408.66
10816,1403.38
10817,1399.6
10818,1404.47
10819,1412.03
10820,1401.31
10821,1405.42
10822,1400.94
10823,1399.72
10824,1405.96
10825,1407.22
10826,1400.48
10827,1417.32
10828,1403.59
10829,1404.7
10830,1401.61
10831,1399.45
10832,1404.44
10833,1403.73
10834,1406.0
10835,1408.59
10836,1404.47
10837,1403.49
10838,1405.09
10839,1408.01
10840,1405.22
10841,1403.02
10842,1409.91
10843,1402.71
10844,1398.28
10845,1408.89
10846,1409.02
10847,1401.48
10848,1412.35
10849,1413.15
10850,1407.78
10851,1401.08
10852,1400.59
10853,1399.91
10854,1403.38
10855,1410.41
10856,1399.18
10857,1415.51
10858,1403.71
10859,1403.74
10860,1403.01
10861,1409.8
10862,1404.59
10863,1409.27
10864,1400.89
10865,1407.54
10866,1402.03
10867,1398.25
10868,1401.86
10869,1413.33
10870,1405.1
10871,1407.64
10872,1403.18
10873,1405.89
10874,1405.85
10875,1406.59
10876,1407.56
10877,1403.36
10878,1408.65
10879,1408.05
10880,1405.93
10881,1410.05
10882,1406.37
10883,1407.78
10884,1411.59
10885,1407.28
10886,1413.72
10887,1412.5
10888,1398.5
10889,1401.89
10890,1405.24
10891,1402.1
10892,1412.56
10893,1408.59
10894,1413.36
10895,1409.02
10896,1412.48
10897,1404.46
10898,1411.59
10899,1407.43
10900,1402.95
10901,1408.19
10902,1415.36
10903,1409.93
10904,1409.37
10905,1408.51
10906,1403.25
10907,1408.81
10908,1410.14
10909,1400.24
10910,1405.01
10911,1411.02
10912,1407.49
10913,1416.24
10914,1408.37
10915,1415.28
10916,1416.33
10917,1406.76
10918,1413.84
10919,1410.11
10920,1415.02
10921,1409.81
10922,1411.09
10923,1404.53
10924,1410.59
10925,1411.75
10926,1412.05
10927,1410.82
10928,1406.88
10929,1421.33
10930,1408.55
10931,1410.1
10932,1414.97
10933,1412.3
10934,1412.65
10935,1418.87
10936,1416.18
10937,1413.07
10938,1410.69
10939,1416.69
10940,1414.14
10941,1410.76
10942,1415.63
10943,1415.83
10944,1415.04
10945,1414.97
10946,1414.7
10947,1412.6
10948,1412.84
10949,1406.53
10950,1409.95
10951,1420.05
10952,1417.8
10953,1417.8
10954,1412.62
10955,1418.22
10956,1421.72
10957,1414.04
10958,1420.08
10959,1418.59
10960,1416.72
10961,1410.57
10962,1418.55
10963,1421.75
10964,1426.51
10965,1423.69
10966,1426.88
10967,1422.39
10968,1426.26
10969,1422.22
10970,1430.58
10971,1428.37
10972,1421.37
10973,1427.47
10974,1421.49
10975,1433.9
10976,1438.1
10977,1427.08
10978,1427.12
10979,1433.56
10980,1405.96
10981,1415.44
10982,1410.81
10983,1403.7
10984,1411.17
10985,1401.46
10986,1408.88
10987,1405.88
10988,1409.73
10989,1409.36
10990,1409.87
10991,1406.95
10992,1402.8
10993,1407.53
10994,1408.41
10995,1400.65
10996,1413.36
10997,1411.48
10998,1408.61
10999,1409.01
11000,1405.39
11001,1398.7
11002,1414.61
11003,1408.53
11004,1405.08
11005,1418.45
11006,1400.57
11007,1410.47
11008,1403.53
11009,1409.46
11010,1411.89
11011,1409.01
11012,1414.89
11013,1414.14
11014,1407.29
11015,1401.82
11016,1406.48
11017,1404.82
11018,1410.69
11019,1411.38
11020,1410.19
11021,1408.09
11022,1408.08
11023,1405.88
11024,1410.75
11025,1412.19
11026,1408.24
11027,1408.37
11028,1412.02
11029,1413.06
11030,1410.29
11031,1416.97
11032,1417.72
11033,1406.14
11034,1410.4
11035,1403.98
11036,1404.34
11037,1406.58
11038,1408.07
11039,1407.94
11040,1413.33
11041,1408.41
11042,1406.8
11043,1410.59
11044,1401.98
11045,1413.59
11046,1407.17
11047,1407.22
11048,1404.07
11049,1406.82
11050,1409.56
11051,1411.67
11052,1409.13
11053,1407.98
11054,1408.61
11055,1406.31
11056,1412.34
11057,1400.84
11058,1414.03
11059,1409.68
11060,1407.03
11061,1411.89
11062,1412.47
11063,1406.1
11064,1406.44
11065,1413.68
11066,1407.2
11067,1410.13
11068,1414.8
11069,1406.15
11070,1411.83
11071,1407.95
11072,1407.54
11073,1410.66
11074,1410.88
11075,1410.66
11076,1418.57
11077,1403.25
11078,1409.41
11079,1403.95
11080,1405.36
11081,1406.69
11082,1410.57
11083,1414.43
11084,1408.77
11085,1413.97
11086,1414.48
11087,1413.36
11088,1411.71
11089,1409.06
11090,1411.4
11091,1406.91
11092,1404.15
11093,1413.22
11094,1405.55
11095,1406.79
11096,1415.93
11097,1406.91
11098,1410.4
11099,1403.59
11100,1410.27
11101,1412.89
11102,1405.87
11103,1405.86
11104,1411.64
11105,1421.08
11106,1412.38
11107,1409.77
11108,1408.44
11109,1406.79
11110,1413.49
11111,1411.83
11112,1410.09
11113,1409.25
11114,1406.64
11115,1407.67
11116,1408.98
11117,1407.67
11118,1410.47
11119,1412.05
11120,1401.18
11121,1416.86
11122,1408.4
11123,1415.07
11124,1411.26
11125,1409.28
11126,1413.07
11127,1412.82
11128,1411.74
11129,1408.99
11130,1412.03
11131,1412.72
11132,1410.58
11133,1412.89
11134,1416.47
11135,1414.31
11136,1404.05
11137,1412.56
11138,1416.56
11139,1408.13
11140,1410.86
11141,1413.54
11142,1415.07
11143,1412.76
11144,1413.01
11145,1417.27
11146,1411.91
11147,1413.62
11148,1419.45
11149,1414.3
11150,1413.84
11151,1417.0
11152,1414.82
11153,1416.95
11154,1410.78
11155,1412.63
11156,1414.36
11157,1408.41
11158,1414.6
11159,1414.26
11160,1412.61
11161,1417.81
11162,1419.61
11163,1415.06
11164,1412.83
11165,1411.88
11166,1417.3
11167,1413.73
11168,1417.44
11169,1415.28
11170,1411.49
11171,1419.53
11172,1411.33
11173,1416.24
11174,1420.03
11175,1410.93
11176,1412.75
11177,1417.22
11178,1416.02
11179,1415.89
11180,1410.95
11181,1412.3
11182,1414.03
11183,1411.93
11184,1417.16
11185,1418.66
11186,1414.3
11187,1412.43
11188,1419.13
11189,1417.75
11190,1418.08
11191,1418.17
11192,1407.89
11193,1423.62
11194,1411.25
11195,1410.05
11196,1412.73
11197,1412.48
11198,1416.4
11199,1411.24
11200,1418.73
11201,1418.45
11202,1419.3
11203,1415.48
11204,1423.28
11205,1417.8
11206,1416.7
11207,1422.77
11208,1419.29
11209,1413.92
11210,1421.56
11211,1418.31
11212,1426.1
11213,1421.99
11214,1420.86
11215,1422.91
11216,1418.36
11217,1420.52
11218,1418.84
11219,1429.03
11220,1409.59
11221,1423.18
11222,1421.06
11223,1416.78
11224,1417.48
11225,1422.5
11226,1422.95
11227,1419.79
11228,1422.2
11229,1429.49
11230,1425.35
11231,1421.38
11232,1417.99
11233,1425.51
11234,1424.57
11235,1431.79
11236,1419.84
11237,1434.16
11238,1420.85
11239,1421.84
11240,1426.69
11241,1427.59
11242,1428.95
11243,1424.46
11244,1425.09
11245,1429.13
11246,1427.59
11247,1417.37
11248,1426.38
11249,1434.45
11250,1431.03
11251,1436.92
11252,1425.42
11253,1430.65
11254,1427.24
11255,1402.4
11256,1397.07
11257,1407.08
11258,1396.73
11259,1408.72
11260,1397.39
11261,1407.15
11262,1396.75
11263,1399.3
11264,1402.36
11265,1402.15
11266,1405.32
11267,1401.05
11268,1400.77
11269,1403.26
11270,1394.64
11271,1404.35
11272,1405.64
11273,1403.47
11274,1406.77
11275,1403.1
11276,1397.23
11277,1399.28
11278,1405.22
11279,1404.09
11280,1409.99
11281,1396.78
11282,1401.98
11283,1404.57
11284,1390.35
11285,1405.48
11286,1410.09
11287,1393.08
11288,1403.72
11289,1407.28
11290,1401.31
11291,1406.09
11292,1399.73
11293,1403.75
11294,1405.19
11295,1402.96
11296,1397.7
11297,1406.06
11298,1401.68
11299,1410.21
11300,1397.98
11301,1400.91
11302,1402.14
11303,1401.05
11304,1397.95
11305,1403.85
11306,1399.83
11307,1399.12
11308,1398.54
11309,1395.66
11310,1402.15
11311,1403.39
11312,1397.41
11313,1410.26
11314,1403.23
11315,1400.96
11316,1404.98
11317,1413.64
11318,1405.42
11319,1408.48
11320,1409.49
11321,1397.84
11322,1401.69
11323,1408.35
11324,1402.87
11325,1408.89
11326,1403.38
11327,1410.85
11328,1403.99
11329,1403.25
11330,1409.0
11331,1403.4
11332,1406.62
11333,1405.57
11334,1402.17
11335,1407.0
11336,1407.37
11337,1405.66
11338,1406.76
11339,1410.13
11340,1399.88
11341,1402.26
11342,1408.98
11343,1404.99
11344,1411.84
11345,1406.06
11346,1407.3
11347,1418.15
11348,1409.46
11349,1405.52
11350,1408.29
11351,1411.89
11352,1411.66
11353,1405.13
11354,1412.69
11355,1409.28
11356,1415.28
11357,1411.74
11358,1416.7
11359,1415.03
11360,1417.99
11361,1413.01
11362,1413.3
11363,1413.98
11364,1413.33
11365,1414.44
11366,1416.74
11367,1420.49
11368,1413.51
11369,1417.37
11370,1405.14
11371,1417.78
11372,1415.36
11373,1414.06
11374,1419.3
11375,1422.02
11376,1423.27
11377,1423.86
11378,1420.78
11379,1428.69
11380,1417.22
11381,1421.16
11382,1418.5
11383,1428.03
11384,1420.7
11385,1435.94
11386,1425.07
11387,1423.89
11388,1425.54
11389,1428.42
11390,1430.32
11391,1432.49
11392,1405.1
11393,1402.26
11394,1412.41
11395,1402.53
11396,1402.45
11397,1403.95
11398,1406.83
11399,1402.7
11400,1398.76
11401,1405.86
11402,1396.24
11403,1402.25
11404,1404.52
11405,1394.69
11406,1405.36
11407,1400.87
11408,1401.08
11409,1401.49
11410,1401.43
11411,1398.46
11412,1401.75
11413,1407.54
11414,1399.14
11415,1407.04
11416,1403.68
11417,1402.54
11418,1396.46
11419,1409.81
11420,1403.78
11421,1403.65
11422,1405.79
11423,1400.88
11424,1401.47
11425,1395.59
11426,1403.64
11427,1402.1
11428,1403.49
11429,1404.17
11430,1411.78
11431,1411.44
11432,1403.21
11433,1408.32
11434,1407.16
11435,1395.1
11436,1399.9
11437,1406.91
11438,1404.46
11439,1404.82
11440,1397.92
11441,1404.24
11442,1403.97
11443,1401.15
11444,1409.69
11445,1402.12
11446,1402.98
11447,1405.53
11448,1408.31
11449,1405.63
11450,1406.82
11451,1412.64
11452,1396.84
11453,1409.23
11454,1406.59
11455,1404.76
11456,1405.22
11457,1397.56
11458,1410.72
11459,1410.74
11460,1401.97
11461,1399.27
11462,1406.44
11463,1409.68
11464,1399.46
11465,1405.85
11466,1404.16
11467,1407.45
11468,1408.96
11469,1411.34
11470,1409.04
11471,1407.68
11472,1404.52
11473,1409.12
11474,1413.63
11475,1405.42
11476,1410.95
11477,1403.86
11478,1410.15
11479,1400.11
11480,1398.19
11481,1411.2
11482,1406.87
11483,1413.84
11484,1407.21
11485,1413.54
11486,1412.62
11487,1409.51
11488,1411.82
11489,1407.33
11490,1407.0
11491,1406.27
11492,1408.5
11493,1409.92
11494,1419.79
11495,1418.14
11496,1410.65
11497,1412.36
11498,1409.41
11499,1412.28
11500,1416.67
11501,1412.13
11502,1415.22
11503,1411.05
11504,1415.56
11505,1412.62
11506,1411.27
11507,1410.43
11508,1414.08
11509,1419.38
11510,1407.82
11511,1414.42
11512,1421.19
11513,1411.0
11514,1415.01
11515,1418.71
11516,1421.31
11517,1419.61
11518,1412.16
11519,1419.89
11520,1414.62
11521,1416.69
11522,1419.96
11523,1426.76
11524,1422.72
11525,1421.06
11526,1417.99
11527,1424.95
11528,1426.06
11529,1422.57
11530,1420.72
11531,1424.96
11532,1419.95
11533,1428.33
11534,1426.54
11535,1424.43
11536,1436.66
11537,1430.55
11538,1438.22
11539,1394.9
11540,1391.57
11541,1396.53
11542,1397.24
11543,1397.78
11544,1394.81
11545,1396.13
11546,1398.88
11547,1397.44
11548,1395.39
11549,1404.76
11550,1395.08
11551,1397.83
11552,1392.85
11553,1395.08
11554,1403.74
11555,1397.73
11556,1401.69
11557,1390.1
11558,1396.49
11559,1399.84
11560,1398.76
11561,1397.61
11562,1398.28
11563,1402.15
11564,1392.7
11565,1396.91
11566,1393.16
11567,1399.44
11568,1399.97
11569,1395.91
11570,1396.72
11571,1395.03
11572,1392.14
11573,1397.35
11574,1396.41
11575,1398.99
11576,1391.74
11577,1397.2
11578,1398.95
11579,1400.48
11580,1394.96
11581,1399.68
11582,1400.09
11583,1403.09
11584,1394.89
11585,1405.06
11586,1394.15
11587,1397.94
11588,1393.23
11589,1403.8
11590,1403.12
11591,1396.66
11592,1396.12
11593,1396.88
11594,1390.76
11595,1398.25
11596,1403.11
11597,1395.81
11598,1394.22
11599,1401.4
11600,1394.37
11601,1400.24
11602,1401.39
11603,1398.05
11604,1402.64
11605,1393.19
11606,1402.06
11607,1401.98
11608,1400.71
11609,1395.4
11610,1395.67
11611,1393.46
11612,1397.83
11613,1396.13
11614,1396.22
11615,1402.18
11616,1400.52
11617,1406.59
11618,1393.59
11619,1397.92
11620,1393.85
11621,1397.74
11622,1398.63
11623,1395.25
11624,1394.79
11625,1402.08
11626,1393.39
11627,1404.24
11628,1400.05
11629,1391.79
11630,1402.74
11631,1394.85
11632,1407.8
11633,1395.97
11634,1398.66
11635,1394.47
11636,1402.71
11637,1406.1
11638,1399.26
11639,1398.93
11640,1406.74
11641,1398.99
11642,1399.9
11643,1400.27
11644,1399.77
11645,1408.93
11646,1404.71
11647,1394.53
11648,1399.34
11649,1398.46
11650,1401.97
11651,1398.42
11652,1403.52
11653,1408.11
11654,1402.23
11655,1401.15
11656,1404.82
11657,1406.62
11658,1401.0
11659,1391.52
11660,1403.37
11661,1397.71
11662,1406.47
11663,1402.81
11664,1409.11
11665,1398.04
11666,1397.82
11667,1410.66
11668,1402.06
11669,1406.44
11670,1407.67
11671,1407.58
11672,1406.59
11673,1399.73
11674,1398.92
11675,1401.3
11676,1402.19
11677,1392.56
11678,1400.42
11679,1404.7
11680,1403.03
11681,1396.68
11682,1399.93
11683,1398.05
11684,1407.35
11685,1399.11
11686,1403.75
11687,1399.39
11688,1396.57
11689,1407.15
11690,1400.62
11691,1403.3
11692,1400.01
11693,1405.22
11694,1413.16
11695,1404.14
11696,1404.45
11697,1412.32
11698,1402.75
11699,1402.99
11700,1407.6
11701,1404.63
11702,1399.07
11703,1401.71
11704,1407.49
11705,1401.69
11706,1406.48
11707,1402.83
11708,1409.61
11709,1403.53
11710,1410.88
11711,1404.61
11712,1410.45
11713,1418.83
11714,1409.38
11715,1405.81
11716,1410.31
11717,1404.63
11718,1416.18
11719,1410.45
11720,1412.47
11721,1411.66
11722,1410.78
11723,1412.15
11724,1408.31
11725,1405.76
11726,1406.32
11727,1406.73
11728,1414.46
11729,1411.52
11730,1406.03
11731,1408.93
11732,1419.62
11733,1425.96
11734,1414.28
11735,1419.41
11736,1419.49
11737,1406.74
11738,1413.77
11739,1422.52
11740,1416.56
11741,1418.08
11742,1412.49
11743,1418.72
11744,1420.36
11745,1416.11
11746,1424.0
11747,1414.54
11748,1421.0
11749,1416.89
11750,1421.01
11751,1423.3
11752,1417.63
11753,1418.44
11754,1425.27
11755,1418.95
11756,1414.18
11757,1417.33
11758,1417.58
11759,1424.94
11760,1427.51
11761,1424.16
11762,1420.56
11763,1422.57
11764,1420.92
11765,1425.92
11766,1432.85
11767,1429.64
11768,1429.54
11769,1425.87
11770,1394.7
11771,1400.03
11772,1410.91
11773,1402.44
11774,1406.07
11775,1412.78
11776,1403.04
11777,1407.92
11778,1400.44
11779,1411.79
11780,1403.58
11781,1407.71
11782,1401.59
11783,1400.98
11784,1406.37
11785,1405.9
11786,1402.37
11787,1401.8
11788,1401.74
11789,1410.94
11790,1407.02
11791,1402.06
11792,1403.05
11793,1399.39
11794,1396.96
11795,1405.04
11796,1408.74
11797,1407.07
11798,1405.24
11799,1405.61
11800,1405.05
11801,1408.66
11802,1401.11
11803,1408.11
11804,1404.51
11805,1411.93
11806,1406.96
11807,1405.01
11808,1402.28
11809,1409.06
11810,1404.31
11811,1406.26
11812,1396.66
11813,1405.38
11814,1405.56
11815,1404.31
11816,1407.69
11817,1404.54
11818,1401.84
11819,1405.06
11820,1415.17
11821,1412.02
11822,1403.92
11823,1404.14
11824,1403.18
11825,1398.14
11826,1399.21
11827,1411.0
11828,1406.69
11829,1404.39
11830,1402.93
11831,1411.56
11832,1408.66
11833,1403.72
11834,1419.87
11835,1404.86
11836,1402.94
11837,1408.68
11838,1409.76
11839,1409.92
11840,1403.92
11841,1403.56
11842,1409.54
11843,1406.79
11844,1402.72
11845,1405.72
11846,1408.98
11847,1399.87
11848,1411.1
11849,1406.51
11850,1406.2
11851,1408.53
11852,1404.68
11853,1410.36
11854,1407.37
11855,1400.67
11856,1410.81
11857,1407.24
11858,1410.34
11859,1404.47
11860,1403.53
11861,1405.79
11862,1406.59
11863,1412.45
11864,1407.51
11865,1415.13
11866,1412.54
11867,1416.64
11868,1412.3
11869,1407.08
11870,1409.48
11871,1409.59
11872,1413.69
11873,1412.56
11874,1414.52
11875,1413.47
11876,1401.65
11877,1406.0
11878,1413.09
11879,1402.25
11880,1412.5
11881,1407.55
11882,1406.55
11883,1409.34
11884,1407.75
11885,1410.35
11886,1416.93
11887,1409.86
11888,1411.48
11889,1414.06
11890,1412.15
11891,1420.57
11892,1414.63
11893,1418.02
11894,1414.03
11895,1417.84
11896,1408.61
11897,1412.43
11898,1414.79
11899,1418.57
11900,1413.4
11901,1411.76
11902,1410.27
11903,1419.92
11904,1411.56
11905,1415.23
11906,1415.1
11907,1410.28
11908,1412.09
11909,1417.27
11910,1414.42
11911,1415.97
11912,1420.32
11913,1419.5
11914,1418.11
11915,1421.76
11916,1422.39
11917,1419.37
11918,1418.29
11919,1416.97
11920,1413.38
11921,1426.08
11922,1414.98
11923,1421.96
11924,1420.77
11925,1412.51
11926,1416.67
11927,1422.86
11928,1420.06
11929,1423.18
11930,1424.31
11931,1426.7
11932,1421.99
11933,1424.57
11934,1425.62
11935,1426.33
11936,1431.86
11937,1424.66
11938,1427.89
11939,1428.3
11940,1424.11
11941,1434.09
11942,1399.41
11943,1397.21
11944,1394.93
11945,1396.35
11946,1395.61
11947,1396.52
11948,1400.51
11949,1387.62
11950,1393.68
11951,1391.52
11952,1401.0
11953,1395.53
11954,1397.64
11955,1400.13
11956,1397.46
11957,1397.98
11958,1396.9
11959,1396.89
11960,1395.31
11961,1391.93
11962,1393.75
11963,1395.37
11964,1404.09
11965,1397.46
11966,1396.31
11967,1399.38
11968,1396.4
11969,1391.54
11970,1396.08
11971,1401.37
11972,1396.31
11973,1398.32
11974,1392.19
11975,1403.92
11976,1389.4
11977,1396.22
11978,1393.46
11979,1394.77
11980,1393.72
11981,1400.9
11982,1401.65
11983,1394.91
11984,1398.73
11985,1401.28
11986,1402.3
11987,1402.73
11988,1403.35
11989,1405.84
11990,1399.53
11991,1399.9
11992,1393.16
11993,1392.33
11994,1388.09
11995,1396.48
11996,1398.49
11997,1396.88
11998,1400.87
11999,1396.23
12000,1399.7
12001,1397.64
12002,1396.24
12003,1400.16
12004,1394.74
12005,1396.47
12006,1400.82
12007,1397.36
12008,1401.4
12009,1400.42
12010,1403.65
12011,1397.31
12012,1404.7
12013,1402.17
12014,1405.02
12015,1400.38
12016,1402.13
12017,1404.36
12018,1400.62
12019,1396.19
12020,1402.17
12021,1399.65
12022,1400.8
12023,1402.7
12024,1397.8
12025,1404.03
12026,1397.96
12027,1399.43
12028,1398.61
12029,1394.35
12030,1396.37
12031,1404.52
12032,1398.29
12033,1401.47
12034,1396.28
12035,1396.38
12036,1398.67
12037,1398.23
12038,1399.27
12039,1398.53
12040,1403.36
12041,1396.85
12042,1398.84
12043,1402.19
12044,1397.25
12045,1397.83
12046,1400.92
12047,1404.63
12048,1398.53
12049,1402.59
12050,1406.46
12051,1397.78
12052,1396.42
12053,1404.73
12054,1406.71
12055,1392.25
12056,1405.75
12057,1403.28
12058,1407.1
12059,1399.26
12060,1407.42
12061,1403.68
12062,1396.3
12063,1398.86
12064,1400.69
12065,1405.36
12066,1405.23
12067,1405.49
12068,1409.0
12069,1401.69
12070,1399.33
12071,1402.25
12072,1401.76
12073,1410.25
12074,1400.26
12075,1405.94
12076,1412.85
12077,1405.66
12078,1413.21
12079,1412.76
12080,1403.04
12081,1411.6
12082,1404.87
12083,1407.85
12084,1409.01
12085,1414.42
12086,1415.04
12087,1408.49
12088,1409.27
12089,1406.07
12090,1420.79
12091,1415.22
12092,1402.92
12093,1411.75
12094,1412.92
12095,1413.98
12096,1411.1
12097,1414.85
12098,1408.91
12099,1410.7
12100,1412.19
12101,1412.2
12102,1420.18
12103,1408.61
12104,1414.8
12105,1418.16
12106,1424.72
12107,1417.55
12108,1420.92
12109,1421.04
12110,1415.84
12111,1420.64
12112,1422.42
12113,1416.4
12114,1423.02
12115,1422.98
12116,1424.3
12117,1431.19
12118,1419.31
12119,1420.18
12120,1428.14
12121,1421.91
12122,1420.72
12123,1430.19
12124,1423.4
12125,1425.73
12126,1426.0
12127,1413.2
12128,1412.82
12129,1408.06
12130,1414.49
12131,1406.66
12132,1411.51
12133,1410.77
12134,1408.83
12135,1407.77
12136,1406.07
12137,1411.29
12138,1411.1
12139,1412.85
12140,1406.94
12141,1406.98
12142,1415.43
12143,1398.21
12144,1406.25
12145,1407.26
12146,1414.27
12147,1409.23
12148,1407.09
12149,1404.89
12150,1408.05
12151,1406.74
12152,1408.69
12153,1414.84
12154,1409.02
12155,1410.11
12156,1412.14
12157,1410.57
12158,1411.31
12159,1411.03
12160,1416.58
12161,1409.62
12162,1409.3
12163,1411.42
12164,1413.17
12165,1414.58
12166,1404.55
12167,1406.87
12168,1407.3
12169,1409.41
12170,1409.52
12171,1409.73
12172,1410.74
12173,1413.37
12174,1410.81
12175,1416.11
12176,1414.34
12177,1412.15
12178,1408.3
12179,1400.45
12180,1402.89
12181,1411.69
12182,1413.29
12183,1411.37
12184,1414.19
12185,1414.86
12186,1400.12
12187,1411.67
12188,1407.17
12189,1406.49
12190,1408.97
12191,1409.1
12192,1411.81
12193,1414.17
12194,1409.61
12195,1410.2
12196,1404.95
12197,1406.7
12198,1416.16
12199,1412.89
12200,1414.85
12201,1413.87
12202,1412.05
12203,1416.65
12204,1409.14
12205,1411.4
12206,1418.28
12207,1413.66
12208,1413.04
12209,1413.15
12210,1410.54
12211,1413.38
12212,1407.39
12213,1419.23
12214,1405.56
12215,1410.79
12216,1408.34
12217,1412.59
12218,1408.1
12219,1405.98
12220,1407.31
12221,1411.22
12222,1416.87
12223,1418.07
12224,1409.98
12225,1415.34
12226,1410.55
12227,1414.79
12228,1412.29
12229,1415.37
12230,1417.13
12231,1413.35
12232,1412.83
